animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
RRh17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	10.4	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RRh17	aIL10+aPD1	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.96	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RRh17	aIL10+aPD1	12	wk12_PBMC_CD3p_CD8p_KI67p	1.83	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	5.78	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	2.82	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_KI67p_UNS	6.67	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	6.78	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RTd17	Control	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	7.4	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RTd17	Control	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.95	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RTd17	Control	12	wk12_PBMC_CD3p_CD8p_KI67p	1.88	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RVc17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	4.58	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RVc17	aIL10	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	11.6	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RVc17	aIL10	12	wk12_LN_CD3p_CD8p_KI67p_UNS	4.06	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RVc17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	4.7	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RVc17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	4.7	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RVc17	aIL10	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	1.02	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVc17	aIL10	12	wk12_PBMC_CD3p_CD8p_KI67p	1.41	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RVi17	Control	12	wk12_PBMC_CD3p_CD8p_KI67p	2.56	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RVm17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	5.31	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RVm17	aIL10	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	8.41	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RVm17	aIL10	12	wk12_LN_CD3p_CD8p_KI67p_UNS	4.47	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RVm17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	5.55	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RVm17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	5.3	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RVm17	aIL10	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	1.67	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVm17	aIL10	12	wk12_PBMC_CD3p_CD8p_KI67p	1.39	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RVz16	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	5.5	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RVz16	Control	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	5.53	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RVz16	Control	12	wk12_LN_CD3p_CD8p_KI67p_UNS	6.02	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RVz16	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	6.02	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RVz16	Control	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	7.84	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RVz16	Control	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.92	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVz16	Control	12	wk12_PBMC_CD3p_CD8p_KI67p	2.25	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	7.28	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	12.2	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_KI67p_UNS	3.67	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	6.23	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	4.15	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RWs17	aIL10+aPD1	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.36	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RWs17	aIL10+aPD1	12	wk12_PBMC_CD3p_CD8p_KI67p	2.4	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RYk17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	3.48	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RYk17	aIL10	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	8.4	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RYk17	aIL10	12	wk12_LN_CD3p_CD8p_KI67p_UNS	7.22	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RYk17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	5.5	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RYk17	aIL10	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	8.78	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RYk17	aIL10	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.78	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RYk17	aIL10	12	wk12_PBMC_CD3p_CD8p_KI67p	2.47	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	8.67	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	10.4	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_KI67p_UNS	13.3	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	7.5	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	18.1	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RYm17	aIL10+aPD1	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	0.47	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RYm17	aIL10+aPD1	12	wk12_PBMC_CD3p_CD8p_KI67p	2.83	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RZg17	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_GAG	2.32	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RZg17	Control	12	wk12_LN_CD3p_CD8p_TEM_CD39p_GAG	7.92	Wk0 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 0 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RZg17	Control	12	wk12_LN_CD3p_CD8p_KI67p_UNS	4.33	Wk0 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RZg17	Control	12	wk12_LN_CD3p_CD8p_TCM_GRZBp_UNS	2.4	Wk0 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RZg17	Control	12	wk12_LN_CD3p_CD8p_TCM_KI67p_UNS	4.59	Wk0 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 0 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RZg17	Control	12	wk12_LN_CD3p_CD4_CD95pCD28nTEM	1.64	Wk0 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 0 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RZg17	Control	12	wk12_PBMC_CD3p_CD8p_KI67p	1.85	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RZp17	aIL10	12	wk12_PBMC_CD3p_CD8p_KI67p	0.91	Wk0 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 0 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
34897	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.21	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RFn17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.8	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RHm17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.52	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVm17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.67	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RYk17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.55	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
34920	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.11	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
34930	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.93	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVc17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.56	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RZp17	aIL10	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.05	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RFl17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.59	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RIb17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.27	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RNy16	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.56	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RRh17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.93	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RYm17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.37	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
34918	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.72	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RBf17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.83	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RBv17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.45	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RKq17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.27	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RWs17	aIL10+aPD1	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.24	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RBe17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.97	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RMl17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.99	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RTd17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	3.73	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVz16	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.74	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
REq17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.7	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
REu17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	0.85	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RVi17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	2.21	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RZg17	Control	21	wk21_LN_CD3p_CD4_CD95pCD28nTEM	1.44	Wk9 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 9 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
34897	aIL10	36	wk36_LOG_SIVRNA_LN_per10^6correctedCD4Live	7.025983055748699	Wk24 Post-ATI LOG SIVRNA LN per10^6correctedCD4Live	LN	Week 24 Post-ATI	LOG SIVRNAper10^6correctedCD4Live	LOG_SIVRNA_LN_per10^6correctedCD4Live	NA
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	1570	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
34897	aIL10	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	60.9	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_MFI_TCF1_UNS	6067	Wk24 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week 24 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
34897	aIL10	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9283536585365856	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_KI67p	7.71	Wk24 Post-ATI LN CD3p CD4p KI67p	LN	Week 24 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
34897	aIL10	36	wk36_LN_CD3p_CD4p_TEM	0.62	Wk24 Post-ATI LN CD3p CD4p TEM	LN	Week 24 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
34897	aIL10	36	wk36_LN_CD3p_CD8p_KI67p	11.7	Wk24 Post-ATI LN CD3p CD8p KI67p	LN	Week 24 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
34897	aIL10	36	wk36_PBMC_CD3p_CD4p_TEM_ID2p_GAG	16.3	Wk24 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
34897	aIL10	36	wk36_PBMC_CD3p_CD4p_Naive_KI67p_UNS	3.47	Wk24 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
34897	aIL10	36	wk36_PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7650602409638555	Wk24 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	%
34920	aIL10	36	wk36_LOG_SIVRNA_LN_per10^6correctedCD4Live	7.508975669003557	Wk24 Post-ATI LOG SIVRNA LN per10^6correctedCD4Live	LN	Week 24 Post-ATI	LOG SIVRNAper10^6correctedCD4Live	LOG_SIVRNA_LN_per10^6correctedCD4Live	NA
34920	aIL10	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	1642	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
